cidade;estado;populacao;idh;num familias bolsa famila
gouveia;minas gerais;11927;0.681;609
gouvelandia;goias;4790;0.674;224
governador archer;maranhao;10330;0.565;1788
governador celso ramos;santa catarina;12704;0.747;390
governador dix-sept rosado;rio grande do norte;12835;0.592;2109
governador edison lobao;maranhao;14921;0.629;2255
governador eugenio barros;maranhao;16503;0.572;2516
governador jorge teixeira;rondonia;11593;0.596;939
governador lindenberg;espirito santo;10420;0.694;457
governador luiz rocha;maranhao;7144;0.544;1058
governador mangabeira;bahia;20668;0.643;2887
governador newton bello;maranhao;11642;0.521;1973
governador nunes freire;maranhao;24520;0.569;4500
governador valadares;minas gerais;263274;0.727;12182
graca;ceara;15949;0.57;2435
graca aranha;maranhao;6470;0.57;1076
gracho cardoso;sergipe;5732;0.577;1604
grajau;maranhao;56633;0.609;10017
gramado;rio grande do sul;33706;0.764;458
gramado dos loureiros;rio grande do sul;2399;0.685;207
gramado xavier;rio grande do sul;4124;0.634;208
grandes rios;parana;7839;0.658;700
granito;pernambuco;6955;0.595;1566
granja;ceara;53952;0.559;7692
granjeiro;ceara;4999;0.585;891
grao mogol;minas gerais;15177;0.604;1444
grao para;santa catarina;6278;0.736;81
gravata;pernambuco;75229;0.634;12527
gravatai;rio grande do sul;269446;0.736;10177
gravatal;santa catarina;10793;0.757;168
groairas;ceara;9971;0.633;1290
grossos;rio grande do norte;9886;0.664;1539
grupiara;minas gerais;1468;0.731;79
guabiju;rio grande do sul;1702;0.758;24
guabiruba;santa catarina;17316;0.754;334
guacui;espirito santo;26743;0.703;1963
guadalupe;piaui;9809;0.65;1439
guaiba;rio grande do sul;96603;0.73;2536
guaicara;sao paulo;11206;0.739;425
guaimbe;sao paulo;4740;0.728;400
guaira;parana;29664;0.753;1564
guaira;sao paulo;38676;0.724;929
guairaca;parana;5867;0.693;294
guaiuba;ceara;23853;0.617;3559
guajara;amazonas;15031;0.532;2543
guajara-mirim;rondonia;40762;0.657;3079
guajeru;bahia;9330;0.569;1204
guamare;rio grande do norte;12558;0.626;2122
guamiranga;parana;7918;0.669;399
guanambi;bahia;79886;0.673;10919
guanhaes;minas gerais;30638;0.686;1936
guape;minas gerais;13475;0.679;568
guapiacu;sao paulo;17938;0.725;317
guapiara;sao paulo;20927;0.675;1028
guapimirim;rio de janeiro;49748;0.698;5082
guapirama;parana;3645;0.702;220
guapo;goias;13973;0.697;1587
guapore;rio grande do sul;22589;0.765;223
guaporema;parana;2250;0.719;93
guara;sao paulo;19168;0.718;931
guarabira;paraiba;56136;0.673;5332
guaracai;sao paulo;8657;0.719;277
guaraci;parana;5183;0.737;594
guaraci;sao paulo;9459;0.698;253
guaraciaba;santa catarina;10857;0.623;1051
guaraciaba;minas gerais;10820;0.751;78
guaraciaba do norte;ceara;38406;0.609;6120
guaraciama;minas gerais;4728;0.677;867
guarai;tocantins;22530;0.741;1568
guaraita;goias;2370;0.687;275
guaramiranga;ceara;4070;0.637;663
guaramirim;santa catarina;31910;0.751;752
guaranesia;minas gerais;18635;0.701;595
guarani;minas gerais;10049;0.677;422
guarani d'oeste;sao paulo;2017;0.732;112
guarani das missoes;rio grande do sul;8414;0.737;282
guarani de goias;goias;4093;0.637;614
guaraniacu;parana;16161;0.677;430
guaranta;sao paulo;6680;0.713;522
guaranta do norte;mato grosso;32142;0.703;1903
guarapari;espirito santo;104534;0.731;5193
guarapuava;parana;172728;0.731;6609
guaraquecaba;parana;7843;0.587;1294
guarara;minas gerais;4114;0.652;290
guararapes;sao paulo;29639;0.763;681
guararema;sao paulo;26974;0.731;1848
guaratinga;bahia;22960;0.558;3391
guaratingueta;sao paulo;113357;0.798;2756
guaratuba;parana;32806;0.717;2163
guarda-mor;minas gerais;6778;0.69;406
guarei;sao paulo;14918;0.687;559
guariba;sao paulo;34508;0.719;1319
guaribas;piaui;4491;0.508;1071
guarinos;goias;2379;0.652;271
guaruja;sao paulo;308058;0.751;9453
guaruja do sul;santa catarina;4870;0.73;98
guarulhos;sao paulo;1299283;0.763;40154
guatambu;santa catarina;4610;0.717;164
guatapara;sao paulo;6382;0.743;362
guaxupe;minas gerais;49719;0.751;1510
guia lopes da laguna;mato grosso do sul;10407;0.675;1070
guidoval;minas gerais;7523;0.683;606
guimaraes;maranhao;12740;0.625;2659
guimarania;minas gerais;7322;0.693;586
guiratinga;mato grosso;14523;0.705;871
guiricema;minas gerais;9116;0.674;572
gurinhata;minas gerais;6228;0.68;427
gurinhem;paraiba;13998;0.556;2464
gurjao;paraiba;3093;0.625;588
gurupa;para;25511;0.509;5687
gurupi;tocantins;74357;0.759;2986
guzolandia;sao paulo;4917;0.697;176
harmonia;rio grande do sul;3785;0.749;17
heitorai;goias;3706;0.694;503
heliodora;minas gerais;6295;0.657;416
heliopolis;bahia;14713;0.563;2161
herculandia;sao paulo;9125;0.727;425
herval;rio grande do sul;7120;0.687;721
herval d'oeste;santa catarina;19323;0.758;452
herveiras;rio grande do sul;2882;0.616;115
hidrolandia;goias;14718;0.597;2843
hidrolandia;ceara;19252;0.706;938
hidrolina;goias;4195;0.677;295
holambra;sao paulo;10224;0.793;98
honorio serpa;parana;6180;0.683;401
horizonte;ceara;54362;0.658;5269
horizontina;rio grande do sul;19131;0.783;483
hortolandia;sao paulo;205856;0.756;10412
hugo napoleao;piaui;3784;0.599;692
hulha negra;rio grande do sul;6448;0.643;890
humaita;rio grande do sul;4999;0.605;7466
humaita;amazonas;40735;0.738;97
humberto de campos;maranhao;25403;0.535;4821
iacanga;sao paulo;9732;0.745;455
iaciara;goias;12855;0.644;1713
iacri;sao paulo;6879;0.733;349
iacu;bahia;28602;0.574;4942
iapu;minas gerais;11501;0.654;1008
iaras;sao paulo;5658;0.674;393
iati;pernambuco;18350;0.528;3843
ibaiti;parana;29441;0.71;946
ibarama;rio grande do sul;4443;0.652;214
ibaretama;ceara;13206;0.577;2471
ibate;sao paulo;29714;0.703;2011
ibateguara;alagoas;15863;0.518;2324
ibatiba;espirito santo;20471;0.647;1376
ibema;parana;6144;0.685;413
ibertioga;minas gerais;5206;0.657;398
ibia;minas gerais;23069;0.718;1032
ibiaca;rio grande do sul;4796;0.739;103
ibiai;minas gerais;7907;0.614;1212
ibiam;santa catarina;2060;0.725;43
ibiapina;ceara;24125;0.608;3396
ibiara;paraiba;6304;0.586;1176
ibiassuce;bahia;9008;0.611;1380
ibicarai;bahia;24569;0.625;3811
ibicare;santa catarina;3458;0.708;93
ibicoara;bahia;16940;0.591;2606
ibicui;bahia;16464;0.584;2858
ibicuitinga;ceara;11800;0.606;2679
ibimirim;pernambuco;29018;0.552;5214
ibipeba;bahia;17666;0.616;3061
ibipitanga;bahia;14408;0.584;1841
ibipora;parana;47514;0.726;1957
ibiquera;bahia;5300;0.511;920
ibira;sao paulo;11141;0.74;435
ibiracatu;minas gerais;5936;0.591;957
ibiraci;minas gerais;11593;0.706;436
ibiracu;espirito santo;10724;0.726;483
ibiraiaras;rio grande do sul;7319;0.724;175
ibirajuba;pernambuco;7833;0.58;1300
ibirama;santa catarina;17469;0.737;142
ibirapitanga;bahia;24223;0.558;3063
ibirapua;bahia;7893;0.614;1067
ibirapuita;rio grande do sul;4315;0.638;218
ibirarema;sao paulo;7235;0.708;604
ibirataia;bahia;24544;0.576;3259
ibirite;minas gerais;157438;0.704;10609
ibiruba;rio grande do sul;19358;0.765;117
ibitiara;bahia;16665;0.585;2178
ibitinga;sao paulo;53148;0.747;1959
ibitirama;espirito santo;9238;0.622;988
ibitita;bahia;19410;0.602;3547
ibitiura de minas;minas gerais;3516;0.674;168
ibituruna;minas gerais;2938;0.675;183
ibiuna;sao paulo;67392;0.71;2884
ibotirama;bahia;26419;0.636;3147
icapui;ceara;19385;0.616;3159
icara;santa catarina;57103;0.741;1058
icarai de minas;minas gerais;10934;0.624;1586
icaraima;parana;9296;0.666;331
icatu;maranhao;25557;0.546;4860
icem;sao paulo;6524;0.72;350
ichu;bahia;6148;0.631;1093
ico;ceara;65612;0.606;11406
iconha;espirito santo;11901;0.729;406
ielmo marinho;rio grande do norte;12189;0.55;2120
iepe;sao paulo;7856;0.736;410
igaci;alagoas;25865;0.564;4957
igapora;bahia;14970;0.614;2608
igaracu do tiete;sao paulo;24124;0.727;1277
igaracy;paraiba;6529;0.61;1086
igarapava;sao paulo;28230;0.768;572
igarape;minas gerais;33773;0.698;2401
igarape do meio;maranhao;12291;0.569;2705
igarape grande;maranhao;11121;0.614;1883
igarape-acu;para;35241;0.595;6639
igarape-miri;para;57003;0.547;10425
igarassu;pernambuco;100191;0.665;13139
igarata;sao paulo;8950;0.711;667
igaratinga;minas gerais;9045;0.651;177
igrapiuna;bahia;13268;0.574;2188
igreja nova;alagoas;23807;0.568;3656
igrejinha;rio grande do sul;33551;0.721;322
iguaba grande;rio de janeiro;22947;0.761;1864
iguai;bahia;29449;0.552;4140
iguape;sao paulo;30675;0.726;2623
iguaraci;pernambuco;12397;0.598;2278
iguaracu;parana;3907;0.758;126
iguatama;minas gerais;7727;0.707;456
iguatemi;mato grosso do sul;15222;0.662;843
iguatu;ceara;97203;0.677;10436
iguatu;parana;2372;0.703;80
ijaci;minas gerais;6036;0.714;336
ijui;rio grande do sul;79719;0.781;2280
ilha comprida;sao paulo;10090;0.725;797
ilha das flores;sergipe;8906;0.562;1695
ilha de itamaraca;pernambuco;18658;0.653;3668
ilha grande;piaui;8734;0.563;1611
ilha solteira;sao paulo;25144;0.812;383
ilhabela;sao paulo;26011;0.756;488
ilheus;bahia;219266;0.69;17513
ilhota;santa catarina;12149;0.738;250
ilicinea;minas gerais;11828;0.68;558
ilopolis;rio grande do sul;4331;0.73;57
imaculada;paraiba;11851;0.557;1796
imarui;santa catarina;11677;0.667;576
imbau;parana;12040;0.622;882
imbe;rio grande do sul;16301;0.764;890
imbe de minas;minas gerais;6641;0.553;1300
imbituba;santa catarina;38882;0.765;1205
imbituva;parana;28660;0.66;1145
imbuia;santa catarina;5738;0.713;147
imigrante;rio grande do sul;3125;0.743;20
imperatriz;maranhao;236691;0.731;15012
inacio martins;parana;11431;0.6;1040
inaciolandia;goias;5949;0.692;431
inaja;parana;2876;0.523;5043
inaja;pernambuco;14729;0.705;205
inconfidentes;minas gerais;7692;0.692;282
indaiabira;minas gerais;7748;0.61;1093
indaial;santa catarina;50917;0.777;494
indaiatuba;sao paulo;183803;0.788;2585
independencia;rio grande do sul;6715;0.632;4982
independencia;ceara;26317;0.693;327
indiana;sao paulo;4751;0.761;263
indianopolis;parana;4258;0.674;406
indianopolis;minas gerais;6671;0.724;115
indiapora;sao paulo;3949;0.751;255
indiara;goias;13364;0.701;984
indiaroba;sergipe;18126;0.58;2598
indiavai;mato grosso;2679;0.661;111
inga;paraiba;18784;0.592;4260
ingai;minas gerais;2580;0.697;114
ingazeira;pernambuco;4561;0.608;839
inhacora;rio grande do sul;2341;0.673;234
inhambupe;bahia;36719;0.565;5609
inhangapi;para;10377;0.572;1856
inhapi;alagoas;18166;0.484;2786
inhapim;minas gerais;24952;0.658;2522
inhauma;minas gerais;5565;0.702;768
inhuma;piaui;15490;0.624;2416
inhumas;goias;46786;0.72;2308
inimutaba;minas gerais;6713;0.664;602
inocencia;mato grosso do sul;7501;0.681;328
inubia paulista;sao paulo;3841;0.759;109
iomere;santa catarina;2643;0.795;10
ipaba;minas gerais;15422;0.665;1194
ipameri;goias;24021;0.701;1650
ipanema;minas gerais;17916;0.693;1871
ipanguacu;rio grande do norte;14056;0.603;1767
ipaporanga;ceara;11768;0.579;1946
ipatinga;minas gerais;244508;0.771;11693
ipaumirim;ceara;11999;0.606;2435
ipaussu;sao paulo;13608;0.727;470
ipe;rio grande do sul;6210;0.728;101
ipecaeta;bahia;15888;0.55;2364
ipero;sao paulo;27526;0.719;1393
ipeuna;sao paulo;5691;0.753;205
ipiacu;minas gerais;4374;0.696;213
ipiau;bahia;43723;0.67;7694
ipigua;sao paulo;4253;0.73;237
ipira;santa catarina;4771;0.736;7822
ipira;bahia;62197;0.549;51
ipiranga;parana;14655;0.652;608
ipiranga de goias;goias;2906;0.696;351
ipiranga do norte;mato grosso;4641;0.727;247
ipiranga do piaui;piaui;9739;0.63;1501
ipiranga do sul;rio grande do sul;2029;0.791;11
ipixuna;amazonas;18202;0.481;3732
ipixuna do para;para;44396;0.489;5668
ipojuca;pernambuco;75512;0.619;12131
ipora;goias;32045;0.743;352
ipora;parana;15227;0.706;593
ipora do oeste;santa catarina;8405;0.759;78
iporanga;sao paulo;4789;0.703;372
ipu;ceara;41052;0.618;7063
ipua;sao paulo;15883;0.749;559
ipuacu;santa catarina;6881;0.66;713
ipubi;pernambuco;27353;0.55;5168
ipueira;rio grande do norte;2115;0.679;206
ipueiras;tocantins;1813;0.62;221
ipueiras;ceara;39288;0.573;5462
ipuiuna;minas gerais;9549;0.686;484
ipumirim;santa catarina;7400;0.738;106
ipupiara;bahia;9325;0.59;1593
iracema;ceara;15114;0.582;1355
iracema;roraima;6250;0.652;1845
iracema do oeste;parana;2567;0.707;116
iracemapolis;sao paulo;19700;0.776;418
iraceminha;santa catarina;4328;0.722;90
irai;rio grande do sul;8518;0.691;646
irai de minas;minas gerais;6605;0.695;453
irajuba;bahia;7666;0.576;1278
iramaia;bahia;15045;0.571;2087
iranduba;amazonas;33884;0.613;10960
irani;santa catarina;9754;0.742;211
irapua;sao paulo;6978;0.713;365
irapuru;sao paulo;7874;0.712;376
iraquara;bahia;24415;0.599;4327
irara;bahia;25811;0.62;6073
irati;parana;56483;0.726;2481
irati;santa catarina;2033;0.707;52
iraucuba;ceara;23309;0.605;4477
irece;bahia;66061;0.691;9355
iretama;parana;11510;0.665;744
irineopolis;santa catarina;10748;0.699;467
irituia;para;30552;0.559;6322
irupi;espirito santo;10735;0.637;1338
isaias coelho;piaui;8043;0.582;1868
israelandia;goias;2876;0.711;168
ita;santa catarina;6552;0.771;132
itaara;rio grande do sul;4812;0.76;150
itabaiana;sergipe;86564;0.613;4904
itabaiana;paraiba;25463;0.642;10393
itabaianinha;sergipe;38850;0.556;6975
itabela;bahia;26704;0.599;5368
itabera;sao paulo;17674;0.693;1380
itaberaba;bahia;61490;0.62;9125
itaberai;goias;32356;0.719;2986
itabi;sergipe;4827;0.602;842
itabira;minas gerais;110419;0.756;3796
itabirinha;minas gerais;10819;0.653;894
itabirito;minas gerais;43832;0.73;1329
itaborai;rio de janeiro;228996;0.693;18063
itabuna;bahia;213656;0.712;16657
itacaja;tocantins;6534;0.612;1055
itacambira;minas gerais;5303;0.628;724
itacarambi;minas gerais;18261;0.641;2037
itacare;bahia;27170;0.583;3567
itacoatiara;amazonas;89440;0.644;11364
itacuruba;pernambuco;4358;0.595;882
itacurubi;rio grande do sul;3712;0.657;367
itaete;bahia;14664;0.572;3524
itagi;bahia;14162;0.543;2304
itagiba;bahia;16590;0.589;2486
itagimirim;bahia;7118;0.634;1077
itaguacu;espirito santo;14171;0.702;1042
itaguacu da bahia;bahia;13269;0.562;2245
itaguai;rio de janeiro;105633;0.715;7573
itaguaje;parana;4589;0.707;144
itaguara;minas gerais;12956;0.691;531
itaguari;goias;4364;0.693;313
itaguaru;goias;5591;0.718;419
itaguatins;tocantins;6226;0.616;822
itai;sao paulo;24093;0.713;1095
itaiba;pernambuco;27631;0.51;5178
itaicaba;ceara;7955;0.656;1037
itainopolis;piaui;11498;0.541;1856
itaiopolis;santa catarina;20551;0.708;594
itaipava do grajau;maranhao;13964;0.518;2527
itaipe;minas gerais;12072;0.552;1981
itaipulandia;parana;9349;0.738;423
itaitinga;ceara;32678;0.626;3519
itaituba;para;127848;0.64;13092
itaja;rio grande do norte;6629;0.624;1197
itaja;goias;5528;0.691;257
itajai;santa catarina;172081;0.795;2886
itajobi;sao paulo;14683;0.73;361
itaju;sao paulo;2714;0.705;93
itaju do colonia;bahia;7706;0.592;1277
itajuba;minas gerais;90225;0.787;2886
itajuipe;bahia;20490;0.599;2856
italva;rio de janeiro;14676;0.688;1019
itamaraju;bahia;67803;0.627;8951
itamarandiba;minas gerais;33581;0.646;2785
itamarati;amazonas;8281;0.477;1670
itamarati de minas;minas gerais;4232;0.688;205
itamari;bahia;8781;0.578;1524
itambacuri;minas gerais;23386;0.634;2850
itambaraca;parana;7128;0.694;284
itambe;parana;6082;0.575;4743
itambe;bahia;35512;0.578;3527
itambe;pernambuco;36126;0.746;39
itambe do mato dentro;minas gerais;2479;0.634;130
itamogi;minas gerais;11218;0.674;336
itamonte;minas gerais;14611;0.705;456
itanagra;bahia;6884;0.584;1290
itanhaem;sao paulo;87338;0.745;9087
itanhandu;minas gerais;15253;0.739;290
itanhanga;mato grosso;5061;0.71;327
itanhem;bahia;21154;0.637;2543
itanhomi;minas gerais;12357;0.65;884
itaobim;minas gerais;21618;0.629;2096
itaoca;sao paulo;3143;0.68;355
itaocara;rio de janeiro;22452;0.713;1277
itapaci;goias;17086;0.725;1007
itapage;ceara;47354;0.623;5779
itapagipe;minas gerais;15043;0.723;551
itaparica;bahia;20796;0.67;4125
itape;bahia;10630;0.599;1730
itapebi;bahia;12003;0.572;1940
itapecerica;minas gerais;21200;0.713;696
itapecerica da serra;sao paulo;161983;0.742;4611
itapecuru mirim;maranhao;56810;0.599;8807
itapejara d'oeste;parana;11270;0.731;426
itapema;santa catarina;36629;0.796;1013
itapemirim;espirito santo;32761;0.654;2004
itaperucu;parana;23501;0.637;2546
itaperuna;rio de janeiro;99454;0.73;3377
itapetim;pernambuco;14063;0.592;2578
itapetinga;bahia;66665;0.667;5769
itapetininga;sao paulo;148808;0.763;4646
itapeva;sao paulo;89768;0.72;497
itapeva;minas gerais;8073;0.732;4218
itapevi;sao paulo;205881;0.735;10552
itapicuru;bahia;32563;0.486;6347
itapipoca;ceara;114441;0.64;19200
itapira;sao paulo;72657;0.762;1709
itapiranga;santa catarina;16015;0.654;1542
itapiranga;amazonas;9733;0.775;117
itapirapua;goias;7792;0.677;768
itapirapua paulista;sao paulo;3919;0.661;535
itapiratins;tocantins;3543;0.601;624
itapissuma;pernambuco;24406;0.633;3429
itapitanga;bahia;10376;0.571;1119
itapiuna;ceara;18610;0.604;3353
itapoa;santa catarina;11489;0.761;424
itapolis;sao paulo;40411;0.744;531
itapora;mato grosso do sul;19390;0.654;212
itapora do tocantins;tocantins;3135;0.65;217
itaporanga;sao paulo;14780;0.615;2833
itaporanga;paraiba;23224;0.719;1099
itaporanga d'ajuda;sergipe;29347;0.561;5074
itapororoca;paraiba;16573;0.564;2808
itapua do oeste;rondonia;8235;0.614;626
itapuca;rio grande do sul;2465;0.664;55
itapui;sao paulo;12536;0.725;472
itapura;sao paulo;3941;0.72;322
itapuranga;goias;25170;0.726;1768
itaquaquecetuba;sao paulo;359253;0.714;17882
itaquara;bahia;7743;0.553;1336
itaqui;rio grande do sul;36560;0.713;1658
itaquirai;mato grosso do sul;17603;0.62;935
itaquitinga;pernambuco;15507;0.586;2159
itarana;espirito santo;10667;0.684;407
itarantim;bahia;18375;0.61;2455
itarare;sao paulo;51412;0.703;2643
itarema;ceara;36536;0.606;7102
itariri;sao paulo;16284;0.677;879
itaruma;goias;5490;0.693;346
itati;rio grande do sul;2720;0.669;120
itatiaia;rio de janeiro;35577;0.737;1664
itatiaiucu;minas gerais;9364;0.677;703
itatiba;sao paulo;99047;0.778;1668
itatiba do sul;rio grande do sul;4521;0.681;99
itatim;bahia;15516;0.582;2774
itatinga;sao paulo;19085;0.706;769
itatira;ceara;18875;0.562;4030
itatuba;paraiba;10182;0.562;2098
itau;rio grande do norte;5999;0.614;1144
itau de minas;minas gerais;15257;0.776;443
itauba;mato grosso;4585;0.69;307
itaubal;amapa;3650;0.576;1501
itaucu;goias;9117;0.718;426
itaueira;piaui;10904;0.583;1598
itauna;minas gerais;85838;0.758;2113
itauna do sul;parana;3621;0.656;221
itaverava;minas gerais;5749;0.627;533
itinga;minas gerais;15252;0.6;2266
itinga do maranhao;maranhao;26125;0.63;4232
itiquira;mato grosso;13022;0.693;806
itirapina;sao paulo;14829;0.724;669
itirapua;sao paulo;5903;0.707;605
itirucu;bahia;16827;0.6;2285
itiuba;bahia;36996;0.544;6106
itobi;sao paulo;7708;0.717;306
itororo;bahia;20930;0.594;2746
itu;sao paulo;157384;0.773;6037
ituacu;bahia;18772;0.57;2693
itubera;bahia;24169;0.606;4359
itueta;minas gerais;6074;0.635;701
ituiutaba;minas gerais;96759;0.739;2289
itumbiara;goias;92832;0.752;3894
itumirim;minas gerais;6667;0.726;335
itupeva;sao paulo;42458;0.762;1726
itupiranga;para;41541;0.528;6338
ituporanga;santa catarina;21496;0.748;241
iturama;minas gerais;33231;0.747;2321
itutinga;minas gerais;4165;0.727;200
ituverava;sao paulo;40882;0.765;1423
iuiu;bahia;12093;0.591;1823
iuna;espirito santo;26239;0.666;1571
ivai;parana;13533;0.651;1062
ivaipora;parana;32157;0.73;701
ivate;parana;8294;0.706;274
ivatuba;parana;2786;0.766;78
